label,noun_count_percent,adj_count_percent,adv_count_percent,pro_count_percent,char_count,word_density,punctuation_count,upper_case_word_count,vader_pos,vader_neg,vader_neu,vader_compound,response,Response_emotion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emotional_sim_response/context/0,Emotional_sim_response/context/1,valence_diff,arousal_diff,dominance_diff
NOT_SARCASM,0.14,0.06,0.04,0.08,4.6,0.092,0.24,0.08,0.23,0,0.77,0.92275,"  If any of you in Chennai / Bangalore / Ooty would like to ADOPT a dog or cat , let me know please . I shall enable that for you . Today is a good day to change an animal's life ♥ ♥ ♥ #adopt #adoptdontshop #adoptdontbuy <URL>",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.099228275,0.324392698,0.37,0.254,-0.084
NOT_SARCASM,0.133333333,0.066666667,0.088888889,0.066666667,5.666666667,0.125925926,0.288888889,0.066666667,0.272,0.064,0.664,0.9213,"    ? ? "" We must further improve our ability to forecast changing environmental threats and continually improve climate modelling predictions "" #QUESTION = How can that be True ? ? when you state = "" there is already abundant evidence available """,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272038865,0.141777667,0.316,0.272,0.162
NOT_SARCASM,0.136363636,0.045454545,0,0.136363636,3.590909091,0.16322314,0.363636364,0.181818182,0.344,0.139,0.516,0.80415,      did it ! ! u lucky ! I wish Crystal put me up ! 😘 Damn girl !,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102758076,0.187067791,0.158,0.264,-0.532
NOT_SARCASM,0.0625,0.125,0,0,4.75,0.296875,0.3125,0.125,0.39,0,0.61,0.8753,  #BestOfBothWorlds and a great time to be a comic fan . #Marvel and #DC,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101311045,0.052790919,0.773,-0.514,-0.01
NOT_SARCASM,0.068965517,0.103448276,0,0,6,0.206896552,0.517241379,0.137931034,0,0,1,0.5,Day thirteen of three hundred and sixty five . Australia bushfires : Carrots dropped from helicopters feed wallabies CLICK HERE ---> > > <URL>   #mmandmp_pro #retweet #rt,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.487347259,0.504050575,0.202,-0.125,0.306
NOT_SARCASM,0.139534884,0.255813953,0.046511628,0.162790698,6.023255814,0.140075717,0.11627907,0.069767442,0.173,0.051,0.776,0.87895,      gotta love 8 million followers now know about your new dish it ’ s unimportant if they order it they ’ ll remember how much they adore their particular favourite dish and visit during classicly quiet January #ifyoubuildittheywillcome #touché,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016050272,0.082066502,0.734,-0.034,0.205
NOT_SARCASM,0.073170732,0.073170732,0.12195122,0.073170732,5.87804878,0.143367043,0.195121951,0.048780488,0.269,0,0.731,0.9342,    Thank you ! Likewise just like 41 years ago when the two countries were allies and practically bestfriends . Iranians want regime change and our only alternative leader is #RezaPahlavi God bless you and America ! #peace #humanity,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071598776,0.219249014,0.109,0.178,0.238
NOT_SARCASM,0.025641026,0.051282051,0,0,5.923076923,0.151873767,0.384615385,0,0.271,0,0.729,0.92955,"Fresh Rain upon Australia . Fresh Rain upon Australia .. Fresh Rain upon Australia .. Fresh Rain upon Australia .. Fresh Rain upon Australia .. In the mty name of Jesus Christ , aamen .. #SaturdayMotivation #SaturdayVibes #Saturday",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.406837693,0.524126171,0,0,0
NOT_SARCASM,0.043478261,0.043478261,0,0.043478261,4.260869565,0.185255198,0.52173913,0.086956522,0,0,1,0.5,"  💌 From One Spoonie Sister To Another ... - I'll Always Have Your Back , Always ! ! ! 💌 <URL>",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.247279224,0.01760111,-1.302,1.447,-1.125
NOT_SARCASM,0.105263158,0.052631579,0,0.052631579,3.421052632,0.180055402,0.105263158,0.157894737,0,0,1,0.5,    And I can ’ t wait to hear the rest of the cast ❤ ️ ✨,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046076485,0.293252191,-0.086,-0.799,-0.12
NOT_SARCASM,0.133333333,0,0.066666667,0.066666667,4.2,0.28,0.266666667,0.933333333,0,0,1,0.5,    CAN'T WAIT TO SEE THAT   I KNOW ITS GOING TO HE,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.246496471,0.241591652,-1.057,0.933,-0.669
NOT_SARCASM,0.333333333,0,0.047619048,0.142857143,5.142857143,0.244897959,0.238095238,0.095238095,0,0,1,0.5,    So you're saying the world climate is doing exactly what it's been doing for millions of years ?,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082721654,0.128260603,0.348,0.045,0.366
NOT_SARCASM,0.090909091,0,0,0,4.272727273,0.388429752,0.181818182,0.181818182,0,0,1,0.5,    My cousin was a piece of this trade,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09934618,0.286207278,0.364,-0.454,0.325
NOT_SARCASM,0.183333333,0.033333333,0.05,0.1,4.866666667,0.081111111,0.15,0.083333333,0.27,0.045,0.685,0.95185,"    My time in Malaysia is a part of my life I will treasure forever . The people , everyone , were wonderful . I have never experienced such a caring and nurturing culture . I wanted to hug everyone . Reading the Twitter bios of the people who like this tweet makes me want go back .",love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038794669,0.017748588,0.418,0.099,0.019
NOT_SARCASM,0.2,0.054545455,0.072727273,0.072727273,5.145454545,0.093553719,0.181818182,0.109090909,0.052,0.052,0.896,0.5,"    Thank you for clarification . I gathered it was the last port of call when all else was exhausted . However , I seem to remember that one of the many slogans banded about pre - #EURef2016 was #takingbackcontrol . Do brexiteers know that ECHR can still overrule UK law ? 😍",sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179011538,0.304788581,0.253,-0.448,-0.023
NOT_SARCASM,0.090909091,0.090909091,0,0.227272727,4.909090909,0.223140496,0.318181818,0.227272727,0.345,0,0.655,0.89225,"      Thank you , SJ I'll add these recent RT'ers of my pinned tweet I appreciate your support .",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111899524,0.031602645,-0.216,-0.259,0.27
NOT_SARCASM,0.230769231,0.038461538,0,0.076923077,4.461538462,0.171597633,0.269230769,0.076923077,0.556,0,0.444,0.97685,  Would love to receive a blessing from   💙 🤍 💙 what you are doing is Amazing ! ! ! $ RachelW 143 #Blessings,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052556473,0.096280824,0.361,-0.153,-0.18
NOT_SARCASM,0,0.066666667,0,0.066666667,5.8,0.386666667,0.4,0.333333333,0.227,0,0.773,0.77365,      Yeaah class what a contrast to other members LOL #meganandharry <URL>,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066172204,0.06304952,-0.541,-0.374,0.119
NOT_SARCASM,0.136363636,0.045454545,0.045454545,0.045454545,4.613636364,0.104855372,0.227272727,0.113636364,0.104,0,0.896,0.76995,      I'm also of the Welsh Government for rolling out #PrEP on the NHS in Wales ! ! They're setting a real standard which other governments will surely have to follow 🏴 󠁧 󠁢 󠁷 󠁬 󠁳 󠁿 🇬 🇧 <URL>,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017846507,0.027185016,-0.619,-0.171,-0.21
NOT_SARCASM,0.041666667,0.041666667,0.125,0.083333333,4.875,0.203125,0.166666667,0.041666667,0.383,0,0.617,0.91305,"  💞 Thank you very much Beloved Heather 💞 #ShabbatShalom , #Blessings and much to you and yours dear achoti 💞 🕊 ️",love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142308355,0.023157387,-1.588,0.905,-1.079
NOT_SARCASM,0,0,0.055555556,0.055555556,5.277777778,0.293209877,0.222222222,0.166666667,0.215,0,0.785,0.81245,      Great start to the year and increasing and quite a #choice for your customers,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049660261,0.206585504,-0.18,-0.099,0.115
NOT_SARCASM,0.090909091,0,0.060606061,0.151515152,5.090909091,0.154269972,0.242424242,0.090909091,0.166,0,0.834,0.84,  Thank you for keeping me in your prayers . #God bless you and may the light of #God's heart continue to guide us ALL forever going forward ! Ezekiel 36:26 #PRAYER,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.152589172,0.300623128,0.289,0.227,0.145
NOT_SARCASM,0.125,0.0625,0,0.0625,4.75,0.296875,0.3125,0.25,0.507,0,0.493,0.9417,    It was a great pleasure and privilege to work with   👊 <URL>,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.414337727,0.056355297,0.433,0.285,0.276
NOT_SARCASM,0.172413793,0,0.068965517,0.103448276,4.24137931,0.146254459,0.172413793,0.103448276,0,0.243,0.757,0.11305,"    And half the country has no idea WTF your calling um . cannot wait to use it later , I've someone in mind 🤣 🤣 🤣",anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061897209,0.012370779,0.372,-0.097,0.376
NOT_SARCASM,0.166666667,0.023809524,0.095238095,0.166666667,4.714285714,0.112244898,0.214285714,0.142857143,0,0.198,0.802,0.0937,    I still think   is still upset over the loss of his soul mate from the #Patriots it really set him back . I feel bad for him . Mr Kraft needs to bring them back together #pride <URL>,sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041846173,0.071006254,-0.477,0.124,-0.111
NOT_SARCASM,0.043478261,0.043478261,0.043478261,0.173913043,4.956521739,0.215500945,0.347826087,0.130434783,0.406,0,0.594,0.91765,"    Yes , thank you ! I sent it to my friends and family too ! ❤ ️ #RenewAnneWithAnE #AnneWithAnE #Netflix",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042865009,0.260300425,1.36,-0.09,0.53
NOT_SARCASM,0.125,0.041666667,0.083333333,0.166666667,4.75,0.197916667,0.208333333,0.208333333,0.162,0,0.838,0.76995,      Thanks for the suggestions ! I will start looking them up as soon as I finish my current reads !,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.207790006,0.007922395,-0.2,0.235,0.117
NOT_SARCASM,0.125,0.0625,0,0,5.6875,0.35546875,0.375,0.25,0,0,1,0.5,  RUenjoying the #FEECTING ? information on the elite sex slave network <URL> via  ,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061006195,0.327217913,-0.775,0.757,-0.948
NOT_SARCASM,0.183333333,0.05,0.083333333,0.083333333,4.816666667,0.080277778,0.2,0.083333333,0.165,0.13,0.705,0.4871,"    Joking about a time and incident that made someone lose her hair , go to the hospital for anorexia , nearly suicidal , and being called a porn star in public certainly doesn't make him a #person , though . Like , I can't think of a time I joked about that with someone I know .",anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.090642535,0.068707034,-0.203,0.219,-0.216
NOT_SARCASM,0.216666667,0.05,0.15,0.116666667,4.533333333,0.075555556,0.1,0.116666667,0.141,0.07,0.789,0.85995,"  LOL When I took my test I was worried about parking when I returned to the DMV lot because it was very crowded . When I turned into the lot there was a beautiful empty parking spot right in front of me , did not even have to turn the wheel , just pulled right in ! !",fear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027748964,0.14728116,0.428,-0.14,-0.316
NOT_SARCASM,0.127659574,0.042553191,0.063829787,0.106382979,5.191489362,0.11045722,0.170212766,0.021276596,0.24,0.029,0.731,0.93895,"  As a Alberta taxpayer , I'm ok with this . The cost of doing business is higher in Alberta . Family physicians work hard for the care of their patients . Therefore we should respond in kind and support them and our health . #harmreduction",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.132122229,0.144742043,0.43,-0.328,0.256
NOT_SARCASM,0.166666667,0.047619048,0.071428571,0.095238095,4.833333333,0.115079365,0.261904762,0.119047619,0.22,0.087,0.693,0.8664,      Very disappointed . I wrote a great article ( even if I say so myself ) re Muirfield . Edition 35 of . Have a look . Must have been at my best editorially that month . #ladyfriendlygolf,sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030334043,0.050519442,-0.19,-0.299,-0.246
NOT_SARCASM,0.090909091,0,0,0.181818182,4.818181818,0.219008264,0.227272727,0.045454545,0,0,1,0.5,“ Those who guard their mouths and their tongues keep themselves from calamity ” ( Pr 21:23 NIV ) . #grace,fear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117315993,0.081592975,0.116,0.048,-0.188
NOT_SARCASM,0.090909091,0.136363636,0,0.090909091,4.272727273,0.194214876,0.227272727,0.136363636,0.34,0,0.66,0.88585,    You better get things in order lovely ladies ... I ’ m comin atcha on Friday 🤩 ❤ ️,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043228972,0.086818958,0.9,-0.381,0.526
NOT_SARCASM,0.292682927,0.048780488,0.048780488,0.195121951,5.268292683,0.128494943,0.097560976,0,0,0,1,0.5,Let you start focusing on what you can do today instead of just thinking what you have to do tomorrow . Let you begin to do one small thing everyday on which you can #feel or #congratulate yourself 👏 #WednesdayWisdom,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022455246,0.129205065,-0.229,-0.5,0.093
NOT_SARCASM,0.210526316,0,0,0.052631579,4.157894737,0.218836565,0.157894737,0.157894737,0.148,0,0.852,0.6909,    Exactly an eye for an eye . I love island but am gutted to see this,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00924456,0.081515764,0.944,-0.406,0.362
NOT_SARCASM,0.285714286,0,0.095238095,0.047619048,4.714285714,0.224489796,0.047619048,0,0.108,0,0.892,0.6591,All that #God has given Was not given just for naught For has the ability To do everything we aught,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059533825,0.38412097,0.264,-0.065,-0.033
NOT_SARCASM,0.115384615,0.038461538,0.038461538,0,5.730769231,0.220414201,0.230769231,0.153846154,0.144,0,0.856,0.78595,      Lock Haven where i was born Hershey #Pennsylvania #HomeSweetHome of the stuff #Philly Steak with the PA has some wonderful course s,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.271486071,0.040640906,0.025,-0.307,-0.625
NOT_SARCASM,0.166666667,0.066666667,0.033333333,0.233333333,4.6,0.153333333,0.233333333,0.166666667,0.344,0,0.656,0.94385,"      Echoing , I am so grateful you , Michelle are in my life ; you have brought me and I wish you a super 2020 #happynewyear",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196556288,0.018059925,-0.156,-0.791,-0.194
NOT_SARCASM,0.090909091,0.090909091,0.136363636,0,5.181818182,0.23553719,0.181818182,0.136363636,0.34,0,0.66,0.90235,"      Yeah but can Stephen Jones also be classed as too please , just from a pure entertainment stance",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089788142,0.373084532,1.02,0.249,0.37
NOT_SARCASM,0.171428571,0.085714286,0.057142857,0.057142857,4.342857143,0.124081633,0.257142857,0.085714286,0.339,0.139,0.523,0.93205,"    I have a pair ... everything has a hint of yellow , Swiss lens , pretty expensive but no eye fatigue . Love them and won ’ t be going back .",love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.134756932,0.488875542,-0.221,0.309,0.068
NOT_SARCASM,0.285714286,0.035714286,0.035714286,0.214285714,4.464285714,0.159438776,0.357142857,0.214285714,0.124,0.083,0.792,0.62965,      Dylan can I politely ask are you normal ? ? ? do you accept #BREXIT ... ps you cut me I bleed working class,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.543362568,0.42897462,-0.325,-0.119,0.043
NOT_SARCASM,0.2,0.057142857,0,0.085714286,5.314285714,0.151836735,0.228571429,0.085714286,0.24,0,0.76,0.86755,"  Created 2 #create every time I create it creates me #Dresscode Style 2me , is an extension of ones #personality personal self on vibes Vision & Trend tune 2the rhythm is born <URL>",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128830261,0.026480929,-0.013,0.402,0.008
NOT_SARCASM,0,0,0,0,3.7,0.185,0.4,0.65,0,0,1,0.5,"      ME #TOO SIS KATHY THE FOR YOU , , YOUR ARE 💞 🙏 💐 🕊 <URL>",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.183209439,0.353609318,0,0,0
NOT_SARCASM,0.238095238,0.095238095,0,0.142857143,4.19047619,0.199546485,0.19047619,0.095238095,0.24,0,0.76,0.82785,"    Y'all need to be able to see my likes , so you make sure you get the content",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142957696,0.287528859,0.67,-0.323,0.219
NOT_SARCASM,0.214285714,0.071428571,0.047619048,0.071428571,4.857142857,0.115646259,0.119047619,0.095238095,0.274,0,0.726,0.9329,      Robin needs help believes dropping bombs for 8 years straight is okay . you need help or attention buy a Puppy Dog . In the meantime stay in bed we got this covered just like your eyes Q,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.251887266,0.348902876,1.09,-0.248,0.574
NOT_SARCASM,0.130434783,0.043478261,0.043478261,0.173913043,4.52173913,0.196597353,0.130434783,0.043478261,0.322,0.209,0.469,0.7787,"  The source of Joy lives in your heart , connect with it You will overcome pain / hurt Wish you Joy",sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.110350591,0.013879043,-0.111,0.566,-0.024
NOT_SARCASM,0.210526316,0,0.052631579,0.052631579,4.263157895,0.224376731,0.421052632,0.157894737,0.243,0,0.757,0.7742,"    Honestly LAW , is there anything you can ’ t do ? ? ? #talent #beauty",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.192931486,0.104739021,0.79,0.27,0.353
NOT_SARCASM,0.240740741,0.037037037,0.092592593,0.148148148,4.555555556,0.08436214,0.166666667,0.037037037,0,0.057,0.943,0.3098,"This house used to call my attention when I didn't own it . I would drive by and think , that's place . It was not even for sale . The women approached our real estate agent to see if we wanted to exchange houses . We did . Very odd transaction .",fear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03984318,0.137200856,0.159,0.111,0.483
NOT_SARCASM,0.147058824,0,0.088235294,0.220588235,4.514705882,0.066392734,0.279411765,0.102941176,0.503,0.074,0.422,0.9965,"      True .. We are all being of "" Love those who love you . Love those who love you not . Love those who hate you . Love those who hate you not . Love them until they love you back , and when they love you back , LOVE THEM MORE ! "" Heard the sometime back & loved it ! #WednesdayThoughts <URL>",love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006449392,0.095520651,-0.324,0.193,-0.254
NOT_SARCASM,0.210526316,0.052631579,0.052631579,0.052631579,4.526315789,0.238227147,0.315789474,0.105263158,0.372,0,0.628,0.92595,"  that is , love me some #PinkPanther The show was awesome back in the day . <URL>",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092289576,0.186220919,0.028,-0.121,-0.105
NOT_SARCASM,0.0625,0.1875,0,0.125,4.5,0.28125,0.5,0.1875,0.386,0,0.614,0.8712,  Look ! What a cute kitty I met last summer :) #kitty #summer <URL>,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106906604,0.353841388,2.009,0.566,0.915
NOT_SARCASM,0.066666667,0.1,0.066666667,0.066666667,3.066666667,0.102222222,0.066666667,0.033333333,0.213,0,0.787,0.70095,  You really are the #sweetest ♥ ️ Yes ❄ ️ ☃ ️ ❄ ️ ☃ ️ ️ would make it a day ️ ️ ️ ️ ️ ️,love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06592251,0.10551195,-0.177,0.054,-0.236
NOT_SARCASM,0.111111111,0.074074074,0.074074074,0.037037037,4.592592593,0.170096022,0.148148148,0.074074074,0,0,1,0.5,"    So when u trade in after 3 years , that balloon payment will not go against you ? Ending up taking a cheaper car",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039363679,0.125893867,-0.333,0.045,0.008
NOT_SARCASM,0.206896552,0.034482759,0.086206897,0.103448276,4.810344828,0.08293698,0.137931034,0.017241379,0,0,1,0.5,Say hi to Cal ! Cal is barely one year old . Cal and his owner were surrounded by ten cops earlier this week who told them they must move . They were originally in an alleyway but moved onto the sidewalk after getting banished from the alley . Where do they go now ? #puppy <URL>,sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242855737,0.181336042,-0.68,0.044,-0.426
NOT_SARCASM,0.090909091,0.090909091,0.090909091,0.045454545,4.818181818,0.219008264,0.363636364,0.181818182,0,0,1,0.5,      We ate 3/4 of a kilo of tortilla just now . Manchego and caramalized red peppers . <URL>,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67182381,0.005922051,-0.723,-0.163,0.128
NOT_SARCASM,0.08,0.04,0,0.2,5.4,0.216,0.32,0.2,0.215,0,0.785,0.8348,      Thank you Guetty for putting me on your #AwesomeList with all your #AwesomeFriends and I wish everyone an day ! <URL>,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011634598,0.077766239,-0.467,-0.198,-0.09
NOT_SARCASM,0.103448276,0.086206897,0.068965517,0.103448276,4.586206897,0.079072533,0.172413793,0.103448276,0.133,0.092,0.775,0.7335,"  #CBT therapy through #CAMHS really did help my Child ’ s #SchoolPhobia & it took 2 yrs to get medication for her School ANXIETY , once she left School with her 2 main GCSEs , she ’ s V happy in work from age 16 , no college . A Grafter & very independent Im so",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101545873,0.404355678,-0.404,0.392,0.278
NOT_SARCASM,0.102040816,0.06122449,0.040816327,0.06122449,4.775510204,0.097459392,0.346938776,0.224489796,0.152,0.191,0.657,0.2447,      May we ALL say NO to this evil ways of this wicked world & rather say YES to #God and His good will.May the sincere will of #God's heart be UPON & WITHIN us ALL from today going forward ... Ezek . 36:26 #PRAYER <URL>,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167157944,0.024535879,-0.251,0.33,-0.032
NOT_SARCASM,0.047619048,0.19047619,0,0.095238095,5.666666667,0.26984127,0.19047619,0.142857143,0.242,0,0.758,0.8341,      Absolutely sensational Danielle so professional love it Danielle #talented and my favourite 🎙 🎶 🎸 🎵 🥁,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.532177867,0.184131319,1.152,0.798,0.501
NOT_SARCASM,0.125,0.125,0.125,0,3.9375,0.24609375,0.125,0.0625,0,0,1,0.5,  i never even thought about the double dipping . 🤷 🏾 ‍ ♂ ️,fear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037566248,0.093106111,0.3,-0.178,0.137
NOT_SARCASM,0.176470588,0,0,0.235294118,4.117647059,0.242214533,0.058823529,0.058823529,0.161,0,0.839,0.6806,  🙏 Thank you Find a Guide who can tell you what life is all about,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.147923539,0.019625247,-0.558,0.077,-0.276
